mortgage_advisor_name,consumer_1_email,consumer_2_email,consumer_1_email_validity,consumer_2_email_validity,consumer_1_name,consumer_2_name,consumer_1_phone_number,consumer_2_phone_number,consumer_1_phone_number_validity,consumer_1_dob,consumer_2_dob,consumer_1_correspondence_postcode,consumer_2_correspondence_postcode,property_address,property_value,mortgage_expiry_date,mortgage_start_date,mortgage_preferential_rate,mortgage_loan_amount,mortgage_property_value,mortgage_type,mortgage_payment_type,mortgage_lender,mortgage_loan_purpose,mortgage_scheme,mortgage_advisor_email,mortgage_account_number,mortgage_description,mortgage_charge,mortgage_pct_owned
Gary Minesh,sale_role_forward@example.com,,Valid,,William Adam,,7539223963,,Valid,1929-12-16,,,,"79 Church Street, Proceedcester, Fullshire WN6 0UY",,2019-08-02,2025-01-31,2.04,112460,,owner-occupied,repayment,Barclays Bank,remortgage,fixed,ago_telephone_world@example.com,,,first-charge,
Gary Minesh,politic_visit_upon@example.com,,Valid,,Michael Craig,,7899616967,,Valid,1932-10-05,,,,"207 This Drive, Regioncester, Individualland M32 0GW",,2018-12-21,2026-11-30,1.71,200999,216121,owner-occupied,repayment,Barclays Bank,purchase,fixed,ago_telephone_world@example.com,,,first-charge,
Gary Minesh,question_shoe_little@example.com,,Valid,,Victoria Leanne,,7734558893,,Valid,1997-06-16,,,,"154 Awful Bear Road, Countrybury, Happyshire M31 4RU",,2021-12-21,2022-07-31,1.85,232495,,owner-occupied,repayment,Halifax,remortgage,fixed,ago_telephone_world@example.com,,,first-charge,
Gary Minesh,care_imagine_private@example.com,old_clock_apart@example.com,Valid,Valid,Lee Rachel,Carys Andreea-Cristina,7598712348,7766252952,Valid,1977-07-18,"Monday, 11 May 1925",,,"183 Call Hit Street, Clearworth, Airsex CV3 3JT",,2019-08-21,2022-11-01,2.04,102000,149950,owner-occupied,repayment,Barclays Bank,purchase,fixed,ago_telephone_world@example.com,,,first-charge,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gary Minesh,people_television_cat@example.com,once_next_foot@example.com,Valid,Valid,Georgina Rachel,Daniel Kirandip,7526263856,7984721118,Valid,1952-11-20,"Sunday, 8 May 1977",,,"9 Board Road, Minuteford, Projectsex ST7 2WA",,2021-01-01,2026-10-31,1.29,153845,224950,owner-occupied,repayment,NatWest,product-transfer,fixed,ago_telephone_world@example.com,,,first-charge,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gary Minesh,secure_problem_blood@example.com,,Valid,,Tony Lucy,,7527883613,,Valid,1952-09-11,,,,"3 Rise Chair Drive, Unlessworth, Rolesex M32 0GX",,2022-04-01,2022-12-31,2.04,261759,300000,owner-occupied,repayment,Santander UK Plc,remortgage,fixed,ago_telephone_world@example.com,,,first-charge,
Gary Minesh,effect_world_self@example.com,,Valid,,Allyx James,,7946795346,,Valid,1922-07-17,,,,"63 Look Christmas Street, Treeford, Legshire M32 0GW",,2021-05-14,2026-12-10,1.94,126660,,owner-occupied,repayment,Barclays Bank,purchase,fixed,ago_telephone_world@example.com,,,first-charge,
Gary Minesh,stop_car_lot@example.com,miss_amount_heavy@example.com,Valid,Valid,Sarah David,Simon Karen,7937123135,7776163733,Valid,1985-08-05,"Sunday, 27 July 1958",,,"7 Boat List Close, Visitcester, Yessex M32 8PN",,2022-02-01,2024-01-01,1.99,197491,,owner-occupied,repayment,Santander UK Plc,remortgage,fixed,ago_telephone_world@example.com,,,first-charge,
Gary Minesh,try_yet_touch@example.com,,Valid,,Charlotte Joanne,,7844446766,,Valid,1962-10-01,,,,"9 Still Road, Yesby, Readyland M32 0GW",,2022-03-31,2027-05-02,2.04,295949,354995,owner-occupied,repayment,Halifax,purchase,fixed,ago_telephone_world@example.com,,,first-charge,
Gary Minesh,character_concern_afford@example.com,page_consult_allow@example.com,Valid,Valid,Xiaodan Prashant,Sharon Jack,7759858825,7844884676,Valid,1956-03-30,"Tuesday, 2 January 1979",,,"247 Yesterday Centre Close, Pricebury, Handsex PR9 8SS",,2021-10-01,2025-05-31,1.97,94722,329995,owner-occupied,repayment,Skipton BS,product-transfer,fixed,ago_telephone_world@example.com,,,first-charge,
Gary Minesh,push_probable_piece@example.com,push_probable_piece@example.com,Valid,Valid,Matthew Bonishia,Claire Bhavesh,7719968394,7838842595,Valid,1988-09-02,"Monday, 5 October 1981",,,"21 Share Avenue, Artbury, Districtland WN7 3DB",,2021-01-01,2024-07-31,4.49,190000,249950,owner-occupied,repayment,Santander UK Plc,remortgage,fixed,ago_telephone_world@example.com,,,first-charge,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gary Minesh,even_garden_town@example.com,even_garden_town@example.com,Valid,Valid,Laura Manrong,Mohammed Laura,7545694781,7756622473,Valid,1934-05-27,"Tuesday, 8 June 1982",,,"41 Comment Able Road, Correctham, Sinceshire PR4 0EX",,2021-10-01,2025-06-30,3.34,161960,302761,owner-occupied,repayment,Santander UK Plc,product-transfer,fixed,ago_telephone_world@example.com,,,first-charge,0
Gary Minesh,street_hate_educate@example.com,view_term_until@example.com,Valid,Valid,Mikie Margaret,Danielle Adrian,7544867134,7962625378,Valid,1956-10-30,"Sunday, 16 April 1967",,,"8 Purpose Woman Road, Currentmouth, Badsex WN8 6EU",,2021-11-30,2025-09-30,2,90452,189995,owner-occupied,repayment,Principality BS,purchase,fixed,ago_telephone_world@example.com,,,first-charge,
Gary Minesh,around_break_right@example.com,,Valid,,Jonathan Alan,,7851596757,,Valid,1997-05-06,,,,"6 Fast Street, Provideham, Towardshire M32 0GW",,2021-07-16,2024-10-31,1.94,205754,596995,owner-occupied,interest-only,Halifax,purchase,fixed,ago_telephone_world@example.com,,,first-charge,
Gary Minesh,fine_difficult_lord@example.com,,Valid,,Matthew Victoria,,7976651752,,Valid,1956-06-16,,,,"213 Divide Avenue, Receiveton, Idealand TS2 9WN",,2019-09-02,2023-01-31,3.89,168950,,owner-occupied,repayment,NatWest,purchase,fixed,ago_telephone_world@example.com,,,first-charge,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gary Minesh,word_item_money@example.com,check_germany_interest@example.com,Valid,Valid,George Anthony,Christopher Scott,7985358213,7554425341,Valid,1927-03-26,"Monday, 6 January 1947",,,"8 Wide Street, Verymouth, Englishland CH65 5AH",,2021-07-12,2025-03-31,2.14,176245,209950,owner-occupied,repayment,Halifax,remortgage,fixed,ago_telephone_world@example.com,,,first-charge,
Gary Minesh,slight_afternoon_little@example.com,certain_rule_industry@example.com,Valid,Valid,Emma Maria,Miguel Angel,7857342296,7978837764,Valid,1956-10-02,"Sunday, 16 December 1928",,,"37 Exercise Drive, Godbury, Whyshire M31 4DH",,2019-10-25,2026-06-30,1.97,318746,,owner-occupied,repayment,Halifax,purchase,fixed,ago_telephone_world@example.com,,,first-charge,0
Gary Minesh,hold_like_europe@example.com,pack_will_luck@example.com,Valid,Valid,Elwira Oliver,Hermandeep Liam,7822628119,7749393527,Valid,1940-12-25,"Thursday, 29 July 1976",,,"4 Concern London Road, Contractbury, Trafficsex M32 0GW",,2021-06-01,2024-02-29,1.57,195949,,owner-occupied,repayment,Nationwide BS,product-transfer,fixed,ago_telephone_world@example.com,,,first-charge,0
Gary Minesh,department_except_deep@example.com,else_own_young@example.com,Valid,Valid,Robert Chukwuma,Deepak Andrew,7973168432,7541966238,Valid,1983-12-17,"Friday, 23 October 1964",,,"163 Egg About Avenue, Linkstead, Advertisesex WN6 0FB",,2021-03-05,2023-10-02,2.09,155011,,owner-occupied,repayment,Barclays Bank,purchase,fixed,ago_telephone_world@example.com,,,first-charge,0
Gary Minesh,class_baby_although@example.com,purpose_family_the@example.com,Valid,Valid,Sira Emma,Victoria Darnell,7887158736,7883693244,Valid,1992-04-09,"Thursday, 4 September 1952",,,"182 Motion Close, Streetstead, Opportunitysex PR4 0QW",,2019-12-19,2023-11-30,1.28,44995,379995,owner-occupied,repayment,Halifax,purchase,tracker,ago_telephone_world@example.com,,,first-charge,
Gary Minesh,organize_quiet_half@example.com,,Valid,,Kay Namkyu,,7829266945,,Valid,1983-04-26,,,,"62 Office Street, Clothebury, Shouldshire M32 0GW",,2019-06-27,2025-09-30,2.15,117995,,owner-occupied,repayment,Barclays Bank,product-transfer,fixed,ago_telephone_world@example.com,,,first-charge,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gary Minesh,list_piece_street@example.com,,Valid,,Rachel Marika,,7738558714,,Valid,1969-11-12,,,,"176 Twenty Drive, Europeton, Measuresex M32 0GX",,2019-04-29,2023-09-30,2.25,112321,188000,owner-occupied,repayment,NatWest,remortgage,fixed,ago_telephone_world@example.com,,,first-charge,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gary Minesh,minister_main_learn@example.com,build_upon_treat@example.com,Valid,Valid,Fiona Philip,Amy Irfan,7734944869,7913821389,Valid,1920-09-29,"Saturday, 19 October 1991",,,"73 Social Street, Moreham, Backland WN7 3GB",,2019-12-17,2022-12-31,1.99,183495,,buy-to-let,repayment,Halifax,purchase,fixed,ago_telephone_world@example.com,,,first-charge,
Gary Minesh,all_although_fine@example.com,local_fish_news@example.com,Valid,Valid,Paige Sarika,Aneta Teseen,7885898263,7757773449,Valid,1970-02-06,"Saturday, 10 May 1930",,,"166 Saturday Avenue, Passstead, Grandsex M32 0EX",,2019-12-20,2024-03-31,3.39,160750,394950,owner-occupied,repayment,Virgin Money,purchase,fixed,ago_telephone_world@example.com,,,first-charge,
Gary Minesh,actual_pound_post@example.com,head_it_open@example.com,Valid,Risky,Ian Kevin,Noel Richard,7844859927,7777293624,Valid,1981-10-02,"Monday, 2 December 1940",,,"280 Hospital Air Avenue, Britainmouth, Hullosex M13 9NJ",,2021-08-06,2027-01-31,1.88,147000,205995,owner-occupied,repayment,Halifax,product-transfer,fixed,ago_telephone_world@example.com,,,first-charge,
Gary Minesh,normal_describe_jump@example.com,,Valid,,Christian Brian,,7856196927,,Valid,1959-12-21,,,,"7 Rise Bag Street, Mindmouth, Checkland BB10 4AS",,2022-03-24,2027-03-31,2.45,174000,,owner-occupied,repayment,Barclays Bank,purchase,fixed,ago_telephone_world@example.com,,,first-charge,
Gary Minesh,begin_mention_feel@example.com,staff_measure_train@example.com,Valid,Valid,Louise Matthew,Christopher Gregory,7984556967,7743614684,Valid,1964-10-26,"Wednesday, 27 October 1948",,,"198 Red Road, Stepby, Tellland PR4 0EX",,2019-12-13,2025-02-02,2.09,175460,329000,owner-occupied,repayment,Halifax,purchase,fixed,ago_telephone_world@example.com,,,first-charge,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gary Minesh,describe_equal_bear@example.com,,Valid,,Rachel Samantha,,7592298921,,Valid,1952-01-14,,,,"4 Best Road, Cityworth, Radioshire M32 0GW",,2019-12-06,2025-09-30,1.95,116995,358995,owner-occupied,interest-only,NatWest,purchase,fixed,ago_telephone_world@example.com,,,first-charge,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gary Minesh,if_both_rather@example.com,,Valid,,Rachel Michelle,,7939386445,,Valid,1922-05-11,,,,"2 Depend Surprise Close, Futureworth, Wishshire PR4 1FP",,2022-03-01,2026-05-31,2.58,126996,394995,owner-occupied,repayment,Halifax,product-transfer,fixed,ago_telephone_world@example.com,,,first-charge,
Gary Minesh,soon_raise_accept@example.com,,Valid,,Stuart Anya,,7834455821,,Valid,1990-03-10,,,,"145 Centre Indeed Street, Educateham, Soshire CW8 4YT",,2021-11-01,2027-03-04,3.05,224744,595000,buy-to-let,repayment,Accord,purchase,fixed,ago_telephone_world@example.com,,,first-charge,
Gary Minesh,already_rest_short@example.com,side_district_together@example.com,Valid,Valid,Viliana Nicola,Paul Eleni,7998489474,7742816442,Valid,1928-03-16,"Tuesday, 14 June 1921",,,"19 Than Avenue, Fathercester, Arealand CW12 2PU",,2021-08-03,2026-05-31,1.64,235999,239995,owner-occupied,repayment,Nationwide BS,remortgage,fixed,ago_telephone_world@example.com,,,first-charge,
Gary Minesh,office_so_field@example.com,total_today_foot@example.com,Risky,Valid,Leanne Elaine,Lauren Jordan,7593192356,7969568426,Valid,1988-07-05,"Wednesday, 15 September 1971",,,"43 Improve Avenue, Theyworth, Dropland WN8 0BU",,2021-10-08,2025-12-02,2.99,283494,,owner-occupied,repayment,TSB,product-transfer,fixed,ago_telephone_world@example.com,,,first-charge,
Gary Minesh,deal_awful_christ@example.com,industry_miss_traffic@example.com,Valid,Valid,Michael Kirsten,Tichaona Paul,7514755823,7976775619,Valid,1970-07-02,"Monday, 27 January 1941",,,"5 Oppose Settle Street, Goodbyemouth, Productsex PR5 0JN",,2022-05-13,2026-04-30,1.36,212488,,owner-occupied,repayment,Halifax,remortgage,fixed,ago_telephone_world@example.com,,,first-charge,
Gary Minesh,dead_well_there@example.com,night_this_want@example.com,Valid,Valid,David Jane,Laura Nicola,7837382743,7791726354,Valid,1935-02-01,"Tuesday, 19 November 1985",,,"71 Confer Opportunity Street, Becomemouth, Consultsex CW12 2GS",,2019-10-28,2027-01-31,1.54,247986,249950,owner-occupied,repayment,Halifax,purchase,fixed,ago_telephone_world@example.com,,,first-charge,
Gary Minesh,fire_wall_between@example.com,converse_share_heat@example.com,Valid,Valid,Adele Alex,Ian Drew,7876689756,7858781333,Valid,1928-02-04,"Saturday, 23 February 1946",,,"94 Sir Sing Close, Speedworth, Expenseshire PR4 1GZ",,2018-01-09,2024-04-30,1.79,252599,,owner-occupied,repayment,Barclays Bank,purchase,tracker,ago_telephone_world@example.com,,,first-charge,
Gary Minesh,photograph_round_take@example.com,,Valid,,Niall Mark,,7959172373,,Valid,1921-11-02,,,,"152 Busy Road, Applyby, Addsex PR5 0JL",,2017-09-04,2024-05-31,3.79,189299,203950,owner-occupied,repayment,NatWest,product-transfer,fixed,ago_telephone_world@example.com,,,first-charge,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gary Minesh,centre_offer_work@example.com,,Valid,,Jennifer Joseph,,7839694175,,Valid,1926-12-07,,,,"5 Red Close, Atby, Secondsex M34 5FW",,2021-11-01,2025-07-31,1.79,135000,199950,owner-occupied,repayment,Principality BS,purchase,fixed,ago_telephone_world@example.com,,,first-charge,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gary Minesh,farm_balance_link@example.com,he_minister_top@example.com,Valid,Valid,Chloe Liam,Lyn Chelsea,7789717634,7927427779,Valid,1927-02-17,"Monday, 3 October 1960",,,"127 Continue Street, Weighford, Lawsex PR4 0EX",,2019-08-29,2024-10-02,2.44,134459,189950,owner-occupied,repayment,Santander UK Plc,purchase,fixed,ago_telephone_world@example.com,,,first-charge,
Gary Minesh,cross_true_hard@example.com,,Valid,,Philip Soroyo,,7915722977,,Valid,1979-05-23,,,,"37 Music Limit Avenue, Rightford, Artsex M24 4TJ",,2019-04-29,2023-02-28,1.45,194999,,owner-occupied,repayment,Halifax,purchase,fixed,ago_telephone_world@example.com,,,first-charge,
Gary Minesh,heart_they_perhaps@example.com,,Valid,,Kristian Adam,,7823212618,,Valid,1920-03-13,,,,"76 Quite Remember Road, Buildham, Elevenshire BL1 5GJ",,2021-05-01,2026-02-28,2.14,167602,216000,owner-occupied,repayment,Santander UK Plc,purchase,fixed,ago_telephone_world@example.com,,,first-charge,
Gary Minesh,bet_list_than@example.com,,Valid,,Amanda Lynne,,7549986887,,Valid,1925-05-16,,,,"209 Call Set Road, Liveby, Pickshire WN8 6HS",,2021-09-29,2024-10-31,1.83,60870,380000,owner-occupied,repayment,Halifax,product-transfer,fixed,ago_telephone_world@example.com,,,first-charge,0
Gary Minesh,really_to_easy@example.com,begin_picture_service@example.com,Valid,Valid,Sanjay Alexander,Amy Irfan,7514827162,7999499677,Valid,1982-04-26,"Sunday, 6 September 1936",,,"89 Stuff Side Street, Furthermouth, Issuesex M13 9RP",,2018-11-30,2022-11-02,1.99,103000,394995,owner-occupied,repayment,Principality BS,purchase,fixed,ago_telephone_world@example.com,,,first-charge,
Gary Minesh,apparent_complete_enjoy@example.com,,Valid,,Caroline Karen,,7781929231,,Valid,1981-10-24,,,,"9 Plus Road, Buscester, Soundland PR4 1GZ",,2019-11-28,2023-10-02,1.29,161468,229207,owner-occupied,repayment,Barclays Bank,purchase,fixed,ago_telephone_world@example.com,,,first-charge,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gary Minesh,saturday_horse_indeed@example.com,secretary_lunch_staff@example.com,Valid,Valid,Sean Nikki,Laura Hannah,7519978171,7786974831,Valid,1966-07-21,"Friday, 1 March 1968",,,"8 Elect Link Avenue, Halfstead, Economyshire WN8 0BY",,2018-09-28,2025-02-28,1.98,134000,215000,owner-occupied,repayment,Halifax,purchase,fixed,ago_telephone_world@example.com,,,first-charge,
Gary Minesh,fun_easy_tell@example.com,,Valid,,Emily Amir,,7546488157,,Valid,1928-09-06,,,,"4 Site Road, Welcomecester, Whilesex CH65 8JE",,2022-01-25,2023-01-02,1.66,159945,,owner-occupied,repayment,Nationwide BS,purchase,fixed,ago_telephone_world@example.com,,,first-charge,
Gary Minesh,suppose_yesterday_process@example.com,,Valid,,Laura Sadhia,,7523992156,,Valid,1974-04-08,,,,"204 Many Morning Close, Byton, Airsex WN5 0BY",,2021-10-01,2022-11-30,4.09,397595,,owner-occupied,repayment,Santander UK Plc,further-advance,fixed,ago_telephone_world@example.com,,,first-charge,0
Gary Minesh,red_document_serve@example.com,gas_degree_egg@example.com,Valid,Valid,Amala Natasha,William Velantha,7798682637,7923117432,Valid,1961-11-13,"Tuesday, 6 April 1976",,,"7 Jesus Letter Street, Brilliantstead, Horsesex M13 9PA",,2021-01-01,2023-08-31,2.26,131250,161794,owner-occupied,repayment,Nationwide BS,purchase,fixed,ago_telephone_world@example.com,,,first-charge,
Gary Minesh,recommend_great_germany@example.com,unless_west_age@example.com,Valid,Valid,Edward Emma,Andrew Gabriela,7995957955,7959471575,Valid,1993-12-27,"Friday, 7 August 1992",,,"49 Friend Close, Opposecester, Gamesex WV5 0NR",,2018-06-28,2025-04-30,1.29,217400,235000,owner-occupied,repayment,Halifax,product-transfer,fixed,ago_telephone_world@example.com,,,first-charge,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gary Minesh,type_love_help@example.com,coffee_bother_try@example.com,Valid,Valid,David Rebecca,Jason George,7525446561,7525446561,Valid,1974-04-26,"Wednesday, 18 January 1950",,,"72 About Commit Drive, Moveworth, Acrossland TF1 2GD",,2019-06-27,2024-04-30,1.52,411497,,owner-occupied,repayment,Halifax,product-transfer,fixed,ago_telephone_world@example.com,,,first-charge,
Gary Minesh,various_blood_decide@example.com,job_time_apart@example.com,Valid,Valid,John Hayley,Shelley Manu,7729119817,7581944298,Valid,1959-05-24,"Friday, 28 October 1921",,,"168 Park Rate Street, Anotherby, Youngshire PR3 5NB",,2021-03-19,2027-04-30,1.53,111235,505995,owner-occupied,repayment,Santander UK Plc,purchase,fixed,ago_telephone_world@example.com,,,first-charge,
Gary Minesh,various_blood_decide@example.com,job_time_apart@example.com,Valid,Valid,John Hayley,Shelley Manu,7729119817,7581944298,Valid,1959-05-24,"Friday, 28 October 1921",,,"3 Discuss Road, Teachham, Heartshire SA31 3GU",,2018-06-01,2025-01-31,1.69,165995,309950,owner-occupied,repayment,Halifax,purchase,fixed,ago_telephone_world@example.com,,,first-charge,
Gary Minesh,toward_where_cause@example.com,definite_paper_support@example.com,Valid,Valid,Shiraz David,Sarah Dennis,7988586617,7988586617,Valid,1945-04-14,"Tuesday, 25 August 1931",,,"199 God Corner Close, Sheetham, Positivesex M24 4TE",,2021-07-01,2026-02-28,3.99,120000,146441,owner-occupied,repayment,NatWest,purchase,fixed,ago_telephone_world@example.com,,,first-charge,
Gary Minesh,road_birth_out@example.com,,Valid,,Claire Jeanette,,7582656761,,Valid,1952-12-25,,,,"1 Centre Although Street, Debatecester, Entersex WN7 3GB",,2022-07-01,2024-09-30,2.14,188183,,owner-occupied,repayment,Halifax,purchase,fixed,ago_telephone_world@example.com,,,first-charge,
Gary Minesh,rail_bottom_will@example.com,whether_christ_explain@example.com,Valid,Valid,Adrian Ibrahim,Chloe Naureen,7728668956,7856385623,Valid,1967-09-25,"Saturday, 19 December 1987",,,"25 Leg Shop Street, Understandford, Specificland CW7 3GT",,2021-12-17,2023-09-02,2.12,155625,346000,owner-occupied,repayment,Barclays Bank,purchase,fixed,ago_telephone_world@example.com,,,first-charge,
Gary Minesh,pay_hang_ago@example.com,poor_mile_way@example.com,Valid,Valid,Claire Jordan,Becky Suzanne,7918163638,7711128824,Valid,1979-05-06,"Wednesday, 25 August 1999",,,"65 Wife Road, Veryby, Bottomsex ST7 2QJ",,2021-09-01,2026-11-01,1.49,196468,281289,owner-occupied,repayment,Nationwide BS,purchase,fixed,ago_telephone_world@example.com,,,first-charge,
Gary Minesh,tape_expect_time@example.com,prepare_further_cost@example.com,Valid,Valid,Bethan Susan,Simon Geraldine,7994235476,7831437353,Valid,1997-07-24,"Friday, 7 January 1944",,,"233 Pack Benefit Close, Pardonby, Moveland TS5 8FJ",,2021-10-01,2024-01-31,2.66,251753,285000,owner-occupied,repayment,HSBC,product-transfer,fixed,ago_telephone_world@example.com,,,first-charge,
Gary Minesh,shoe_set_almost@example.com,,Valid,,Colette Kate,,7769315537,,Valid,1946-01-28,,,,"288 Fund Drive, Kitchenham, Processshire CV6 5NU",,2022-05-04,2024-12-31,3.24,113750,198000,owner-occupied,repayment,West Bromwich Building Society,product-transfer,fixed,ago_telephone_world@example.com,,,first-charge,
